"movie","chapter","character","dialog"
"Harry Potter and the Philosopher's Stone","Ron and Hermione","Hermione Granger","Pleasure. You two better change into your robes. I expect we'll be arriving soon.  You've got dirt, on your nose, by the way, did you know? Just there."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Rubeus Hagrid","Right, then! First years! This way, please! Come on, now, don't be shy! Come on now, hurry up!"
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Rubeus Hagrid","Hello, Harry."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Harry Potter","Hey, Hagrid."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Ron Weasley","Whoaa!"
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Rubeus Hagrid","Right then. This way to the boats! Come on, now, follow me."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Ron Weasley","Wicked."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Minerva McGonagall","Welcome to Hogwarts. Now, in a few moments, you will pass through these doors and join your classmates. But before you can take your seats, you must be sorted into your houses. They are Gryffindor, Hufflepuff, Ravenclaw, and Slytherin. Now while you’re here, your house will be like your family. Your triumphs will earn you house points. Any rule breaking, and you will lose points. At the end of the year, the house with the most points is awarded the house cup."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Neville Longbottom","Trevor!  Sorry."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Minerva McGonagall","The sorting ceremony will begin momentarily."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Draco Malfoy","It's true then, what they're saying on the train. Harry Potter has come to Hogwarts.  This is Crabbe and Goyle. And I'm Malfoy...Draco Malfoy.  Think my name's funny, do you? No need to ask yours. Red hair, and a hand-me-down robe? You must be a Weasley. Well, soon find that some wizarding families are better than others, Potter. Don’t want to go making friends with the wrong sort. I can help you there."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Harry Potter","I think I can tell who the wrong sort are for myself, thanks."
"Harry Potter and the Philosopher's Stone","Welcome to Hogwarts","Minerva McGonagall","We're ready for you now. Follow me."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Hermione Granger","It's not real, the ceiling. It's just bewitched to look like the night sky. I read about it in Hogwarts: A History."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Minerva McGonagall","Will you wait along here, please? Now, before we begin, Professor Dumbledore would like to say a few words."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Albus Dumbledore","I have a few start of term notices I wish to announce. The first years please note that the dark forest is strictly forbidden to all students. Also, our caretaker, Mr. Filch  has asked me to remind you that the 3rd floor corridor on the right hand side is out of bounds to everyone who does not wish to die a most painful death. Thank you."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Minerva McGonagall","When I call your name, you will come forth, I shall place the sorting hat on your head, and you will be sorted into your houses. Hermione Granger."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Hermione Granger","Oh, no. Okay, relax."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Ron Weasley","Mental that one, I'm telling you."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Sorting Hat","Ah, right then...hmm...right. Okay...Gryffindor!!"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Minerva McGonagall","Draco Malfoy."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Sorting Hat","SLYTHERIN!"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Ron Weasley","There isn't a witch or wizard who went bad who wasn’t in Slytherin."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Minerva McGonagall","Susan Bones."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Harry Potter","Ahh!"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Ron Weasley","Harry, what is it?"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Harry Potter","Nothing... nothing, I'm fine."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Sorting Hat","Let's see...I know...Hufflepuff!"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Minerva McGonagall","Ronald Weasley."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Sorting Hat","Ha! Another Weasley. I know just what to do with you... Gryffindor!!"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Minerva McGonagall","Harry Potter."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Sorting Hat","Hmm...difficult, very difficult. Plenty of courage I see, not a bad mind, either. There's talent, oh yes, and a thirst to prove yourself. But where to put you?"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Harry Potter","Not Slytherin. Not Slytherin."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Sorting Hat","Not Slytherin, eh? Are you sure? You could be great, you know. It’s all here in your head. And Slytherin will help you on the way to greatness! There's no doubt about that. No?"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Harry Potter","Not Slytherin...anything but Slytherin."
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Sorting Hat","Well, if you're sure... better be... GRYFFINDOR!!"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","Fred Weasley","We got Potter! We got Potter!"
"Harry Potter and the Philosopher's Stone","The Sorting Hat","George Weasley","We got Potter! We got Potter!"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Minerva McGonagall","Your attention, please."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Albus Dumbledore","Let the feast...begin."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Harry Potter","Wow."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Seamus Finnigan","I'm half and half. Me dad's a Muggle. Mam's a witch. Bit of a nasty shock for him when he found out."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Harry Potter","Say, Percy, who's that teacher talking to Professor Quirrell?"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Percy Weasley","Oh, that's Professor Snape, head of Slytherin house."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Harry Potter","What's he teach?"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Percy Weasley","Potions. But everyone knows it's the Dark Arts he fancies. He's been after Quirrell’s job for years."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Ron Weasley","Ahh!"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Nearly Headless Nick","Hello! How are you? Welcome to Gryffindor."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Bloody Baron","Whoo-hoo-hoo!"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Girl","Look, it’s the Bloody Baron!"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Percy Weasley","Hello, Sir Nicholas. Have a nice summer?"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Nearly Headless Nick","Dismal. Once again, my request to join the headless hunt has been denied."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Ron Weasley","I know you! You're Nearly Headless Nick!"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Nearly Headless Nick","I prefer Sir Nicholas if you don't mind."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Hermione Granger","Nearly headless? How can you be nearly headless?"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Nearly Headless Nick","Like this."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Ron Weasley","Ahh!"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Percy Weasley","Gryffindors, follow me, please. Keep up. Thank you."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Boy","Ravenclaws, follow me. This way."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Percy Weasley","This is the most direct path to the dormitories. Oh, and keep an eye on the staircases...they like to change."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Percy Weasley","Keep up, please, and follow me. Quickly now, come on. Come on."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Neville Longbottom","Seamus, that picture's moving!"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Ron Weasley","Look at that one, Harry!"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Harry Potter","I think she fancies you."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Girl","Oh, look! Look! Who's that girl?"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Man in a painting","Welcome to Hogwarts."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Girl","Who's that?"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","The Fat Lady","Password?"
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Percy Weasley","Caput Draconis.  Follow me, everyone. Keep up, quickly, come on."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Girl","Oh, wow."
"Harry Potter and the Philosopher's Stone","Nick and Other Residents","Percy Weasley","Gather 'round here. Welcome to the Gryffindor Common Room. Boy's dormitories, upstairs and down to your left. Girls, the same on your right. You'll find that your belongings have already been brought up."
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Ron Weasley","Whew, we made it. Can you imagine the look on McGonagall's face if we were late?"
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Ron Weasley","That was bloody brilliant."
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Minerva McGonagall","Thank you for that assessment, Mr. Weasley. Perhaps if I were to transfigure Mr. Potter and yourself into a pocketwatch, that way one of you might be on time."
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Harry Potter","We got lost."
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Minerva McGonagall","Then perhaps a map? I trust you don't need one to find your seats."
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Severus Snape","There will be no foolish wand waving or silly incantations in this class. As such, I don't expect many of you to appreciate the subtle science and exact art that is potion making. However, for those select few...  who possess the predisposition, I can teach you how to bewitch the mind and ensnare the senses. I can tell you how to bottle fame, brew glory and even put a stopper...  in death.  Then again, maybe some of you have come to Hogwarts in possession of abilities so formidable that you feel confidant enough to not...pay...attention.  Mr. Potter. Our...new...celebrity. Tell me, what would I get if I added powdered root of asphodel to an infusion of wormwood?  You don't know? Well, let's try again. Where, Mr. Potter, would you look if I asked you to find me a bezoar?"
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Harry Potter","I don't know, sir."
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Severus Snape","And what is the difference between monkshood and wolfbane?"
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Harry Potter","I don't know, sir."
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Severus Snape","Pity. Clearly, fame isn't everything...  is it, Mr. Potter?"
"Harry Potter and the Philosopher's Stone","Potions and Parcels","Harry Potter","Clearly, Hermione knows. Since it's a pity not to ask her."
